date,event_timestamp_utc,indicator_type,event,country,actual,forecast,previous,revision,unit,importance,calendar_id,ticker,source,source_url,provider,provider_endpoint,point_in_time
2023-07-17,2023-07-17T19:30:00+00:00,retail_sales,Retail Sales m/m,United States,0.2,0.5,0.5,,percent,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-07-27,2023-07-27T11:30:00+00:00,gdp,Advance GDP q/q,United States,2.4,1.8,2.0,,percent,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-08-01,2023-08-01T13:00:00+00:00,pmi,ISM Manufacturing PMI,United States,46.4,46.9,46.0,,index,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-08-03,2023-08-03T19:30:00+00:00,nfp,Non-Farm Employment Change,United States,187000.0,205000.0,185000.0,,persons,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-08-03,2023-08-03T19:30:00+00:00,unemployment,Unemployment Rate,United States,3.5,3.6,3.6,,percent,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-08-09,2023-08-09T19:30:00+00:00,cpi,CPI m/m,United States,0.2,0.2,0.2,,percent,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-08-10,2023-08-10T11:30:00+00:00,core_cpi,Core CPI m/m,United States,0.2,0.2,0.2,,percent,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-08-14,2023-08-14T19:30:00+00:00,retail_sales,Retail Sales m/m,United States,0.7,0.4,0.3,,percent,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-08-31,2023-08-31T19:30:00+00:00,nfp,Non-Farm Employment Change,United States,187000.0,169000.0,157000.0,,persons,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-08-31,2023-08-31T19:30:00+00:00,unemployment,Unemployment Rate,United States,3.8,3.5,3.5,,percent,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-09-01,2023-09-01T13:00:00+00:00,pmi,ISM Manufacturing PMI,United States,47.6,46.9,46.4,,index,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-09-12,2023-09-12T19:30:00+00:00,cpi,CPI m/m,United States,0.6,0.6,0.2,,percent,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-09-13,2023-09-13T11:30:00+00:00,core_cpi,Core CPI m/m,United States,0.3,0.2,0.2,,percent,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-09-13,2023-09-13T19:30:00+00:00,retail_sales,Retail Sales m/m,United States,0.6,0.1,0.5,,percent,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-10-02,2023-10-02T14:00:00+00:00,pmi,ISM Manufacturing PMI,United States,49.0,47.8,47.6,,index,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-10-05,2023-10-05T20:30:00+00:00,nfp,Non-Farm Employment Change,United States,336000.0,171000.0,227000.0,,persons,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-10-05,2023-10-05T20:30:00+00:00,unemployment,Unemployment Rate,United States,3.8,3.7,3.8,,percent,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
2023-10-11,2023-10-11T20:30:00+00:00,cpi,CPI m/m,United States,0.4,0.3,0.6,,percent,High Impact Expected,,,ForexFactory,https://www.forexfactory.com/calendar,ForexFactory,https://huggingface.co/datasets/Ehsanrs2/Forex_Factory_Calendar/resolve/main/forex_factory_cache.csv,True
