cluster_all_aligned,cluster_coherence,cluster_signal,cluster_size,dominant_mad_actionable,dominant_mad_directional_hit_30m,dominant_z_mad,dominant_z_std,event_time_utc,indicators,max_abs_mad_z,mean_abs_mad_z,mean_signed_surprise,post_240m_hit,post_240m_mae_bps,post_240m_mfe_bps,post_240m_observed_bars,post_240m_usd_bps,post_30m_hit,post_30m_mae_bps,post_30m_mfe_bps,post_30m_observed_bars,post_30m_usd_bps,post_60m_hit,post_60m_mae_bps,post_60m_mfe_bps,post_60m_observed_bars,post_60m_usd_bps,pre_240m_abs_bps,pre_240m_aligned,pre_240m_usd_bps,pre_30m_abs_bps,pre_30m_aligned,pre_30m_usd_bps,pre_60m_abs_bps,pre_60m_aligned,pre_60m_usd_bps,pre_atr_bps,pre_realized_vol_bps,trade_240m_gross_bps,trade_30m_gross_bps,trade_60m_gross_bps,year
True,1,1,2,True,True,1.348982,1.434274,2022-07-13T12:30:00+00:00,core_cpi+cpi,1.348982,1.348982,0.2,False,-53.9338,69.7266,8,-25.626,True,-1.1919,69.7266,1,47.0803,True,-1.1919,69.7266,2,44.5972,30.886,False,-30.886,1.2911,True,1.2911,0.0993,False,-0.0993,19.40347969252409,19.00684893261944,-25.626,47.0803,44.5972,2022
True,1,1,1,False,False,0.192712,0.063233,2022-07-15T12:30:00+00:00,retail_sales,0.192712,0.192712,0.1,False,-31.1919,25.5297,8,-8.0463,False,-10.0331,22.9469,1,-5.6622,True,-17.7814,22.9469,2,5.5629,35.4896,False,-35.4896,0.0,False,0.0,12.4326,False,-12.4326,14.077838273471071,7.8342470674665075,-8.0463,-5.6622,5.5629,2022
True,1,-1,1,True,True,-2.505251,-1.745251,2022-07-28T12:30:00+00:00,gdp,2.505251,2.505251,-1.3,True,-44.3234,3.8499,8,-17.0778,True,-44.3234,2.3692,1,-33.1685,True,-44.3234,2.3692,2,-38.4004,85.5395,False,85.5395,0.0987,True,-0.0987,11.761,True,-11.761,23.510553404484284,22.572867036091115,17.0778,33.1685,38.4004,2022
True,1,1,1,False,False,0.281038,0.271109,2022-08-01T14:00:00+00:00,pmi,0.281038,0.281038,0.5,False,-21.1635,19.5055,8,-5.8517,False,-16.2871,19.5055,1,-6.8269,False,-21.066,19.5055,2,-18.8228,3.997,True,3.997,0.0975,True,0.0975,3.9026,False,-3.9026,18.387516745580974,7.460319999724141,-5.8517,-6.8269,-18.8228,2022
True,1,1,2,True,True,3.348365,0.224371,2022-08-05T12:30:00+00:00,nfp+unemployment,3.348365,2.011428,139000.05,True,-0.1955,88.3503,8,59.5192,True,-0.1955,76.036,1,72.1267,True,-0.1955,88.3503,2,75.1564,8.0205,False,-8.0205,0.4886,True,0.4886,0.7819,False,-0.7819,8.833813494724906,24.559756673820857,59.5192,72.1267,75.1564,2022
True,1,-1,2,True,True,-1.348982,-1.434274,2022-08-10T12:30:00+00:00,core_cpi+cpi,1.348982,1.348982,-0.2,True,-122.025,0.4881,8,-76.4365,True,-99.5724,0.4881,1,-78.4865,True,-99.5724,0.4881,2,-74.5817,20.9344,True,-20.9344,0.1952,True,-0.1952,14.3296,False,14.3296,13.593158042581145,26.32564321509021,76.4365,78.4865,74.5817,2022
True,1,-1,1,False,False,-0.192712,-0.063233,2022-08-17T12:30:00+00:00,retail_sales,0.192712,0.192712,-0.1,True,-36.5104,15.5489,8,-1.5746,False,-6.9872,15.5489,1,2.9523,True,-8.0697,15.5489,2,-3.9364,12.3844,False,12.3844,0.0,False,0.0,5.9994,False,5.9994,12.092270480052678,6.913958315518707,1.5746,-2.9523,3.9364,2022
True,1,1,1,False,False,0.393453,0.379553,2022-09-01T14:00:00+00:00,pmi,0.393453,0.393453,0.7,True,-2.5048,70.0338,8,27.9534,True,-2.5048,47.8915,1,30.1576,True,-2.5048,70.0338,2,49.0938,34.8449,True,34.8449,0.0,False,0.0,4.8069,True,4.8069,16.08911779049762,9.771068397351085,27.9534,30.1576,49.0938,2022
False,0,0,2,True,False,-1.348982,-0.259297,2022-09-02T12:30:00+00:00,nfp+unemployment,1.348982,0.794936,9999.9,False,-29.6878,25.9893,8,17.9926,False,-25.5895,25.9893,1,-6.3974,False,-25.5895,25.9893,2,-4.0983,31.2848,,-31.2848,0.4998,,-0.4998,12.8111,,-12.8111,16.9065358079137,10.455620140593524,,,,2022
True,1,1,2,True,True,2.023472,2.051661,2022-09-13T12:30:00+00:00,core_cpi+cpi,2.023472,1.686227,0.25,True,-0.5902,174.4895,8,168.6863,True,-0.5902,134.0638,1,127.5721,True,-0.5902,159.1455,2,142.0309,12.1129,False,-12.1129,0.0,False,0.0,10.2189,True,10.2189,14.354102164185274,43.37750266610112,168.6863,127.5721,142.0309,2022
True,1,1,1,False,False,0.770847,0.252931,2022-09-15T12:30:00+00:00,retail_sales,0.770847,0.770847,0.4,False,-37.2712,3.2061,8,-15.9304,False,-37.2712,3.2061,1,-26.9515,False,-37.2712,3.2061,2,-4.208,11.5087,True,11.5087,0.0,False,0.0,4.006,True,4.006,12.93010043862076,10.514937947266239,-15.9304,-26.9515,-4.208,2022
True,1,-1,1,False,False,-0.899321,-0.867549,2022-10-03T14:00:00+00:00,pmi,0.899321,0.899321,-1.6,True,-78.8312,0.0,8,-27.335,True,-61.4269,0.0,1,-51.5986,True,-61.4269,0.0,2,-47.094,16.5578,False,16.5578,0.5119,True,-0.5119,6.0367,False,6.0367,20.420243008757776,19.208712955192418,27.335,51.5986,47.094,2022
True,1,1,2,True,True,1.348982,0.259297,2022-10-07T12:30:00+00:00,nfp+unemployment,1.348982,0.764824,7500.1,True,0.0,78.8518,8,38.7629,True,0.0,78.8518,1,54.166,True,0.0,78.8518,2,42.2311,1.4283,False,-1.4283,0.6121,False,-0.6121,16.2455,False,-16.2455,14.513013638754785,19.171363008445045,38.7629,54.166,42.2311,2022
True,1,1,2,True,True,1.348982,1.434274,2022-10-13T12:30:00+00:00,core_cpi+cpi,1.348982,1.348982,0.2,False,-63.6733,108.6555,8,-40.258,True,-0.8216,108.6555,1,70.965,True,-0.8216,108.6555,2,75.5864,23.7799,False,-23.7799,0.1027,True,0.1027,7.9016,True,7.9016,18.607428846065005,27.87764795851488,-40.258,70.965,75.5864,2022
True,1,-1,1,False,False,-0.385423,-0.126465,2022-10-14T12:30:00+00:00,retail_sales,0.385423,0.385423,-0.2,True,-76.8115,18.6116,8,-10.694,True,-53.2642,8.9459,1,-49.4596,True,-76.8115,8.9459,2,-24.9869,25.9477,False,25.9477,3.7031,True,-3.7031,6.2764,True,-6.2764,21.500647606155844,23.358085819277868,10.694,49.4596,24.9869,2022
True,1,1,1,False,False,0.578135,0.40275,2022-10-27T12:30:00+00:00,gdp,0.578135,0.578135,0.3,True,-45.005,26.6029,8,24.5027,False,-27.003,7.5008,1,-7.2008,True,-27.003,26.6029,2,5.9006,60.9332,True,60.9332,0.1,False,-0.1,50.7468,True,50.7468,21.16037773689471,18.45633281117309,24.5027,-7.2008,5.9006,2022
True,1,1,1,False,False,0.112415,0.108444,2022-11-01T14:00:00+00:00,pmi,0.112415,0.112415,0.2,True,-0.9058,83.434,8,54.1465,True,-0.9058,45.7931,1,36.6345,True,-0.9058,77.496,2,67.3309,1.107,True,1.107,0.1006,False,-0.1006,2.8172,True,2.8172,14.050147945365252,12.502393331212604,54.1465,36.6345,67.3309,2022
False,0,0,2,False,False,0.770847,0.051654,2022-11-04T12:30:00+00:00,nfp+unemployment,0.770847,0.722669,31999.95,False,-154.349,39.0214,8,-125.5427,False,-62.9246,39.0214,1,-58.9407,False,-94.1825,39.0214,2,-82.7417,15.9609,,-15.9609,0.0,,0.0,7.8594,,7.8594,17.2325883820395,20.15065821046863,,,,2022
True,1,-1,2,True,True,-1.348982,-1.367774,2022-11-10T13:30:00+00:00,core_cpi+cpi,1.348982,1.348982,-0.2,True,-228.0533,0.0,8,-200.9399,True,-202.3458,0.0,1,-164.7888,True,-202.3458,0.0,2,-186.4795,3.0117,False,3.0117,0.6025,False,0.6025,9.046,True,-9.046,17.97926819848017,55.27171779069401,200.9399,164.7888,186.4795,2022
True,1,1,1,False,False,0.578135,0.189698,2022-11-16T13:30:00+00:00,retail_sales,0.578135,0.578135,0.3,True,-2.1126,39.7546,8,21.4137,True,-2.1126,28.7116,1,22.0859,True,-2.1126,28.7116,2,12.1952,5.8541,True,5.8541,0.5761,True,0.5761,5.3745,True,5.3745,16.22990427055452,8.66612510567306,21.4137,22.0859,12.1952,2022
True,1,-1,1,False,False,-0.393453,-0.379553,2022-12-01T15:00:00+00:00,pmi,0.393453,0.393453,-0.7,False,-3.6088,57.0766,8,20.7983,False,-3.6088,44.1608,1,35.5186,False,-3.6088,55.6521,2,40.362,91.4292,True,-91.4292,5.6063,True,-5.6063,23.5126,True,-23.5126,24.049955846688274,16.314582673559936,-20.7983,-35.5186,-40.362,2022
False,0.5,1,2,False,False,0.758802,0.050847,2022-12-02T13:30:00+00:00,nfp+unemployment,0.758802,0.379401,31500.0,False,-50.9508,50.1875,8,-47.2297,True,-1.4312,50.1875,1,17.7469,False,-5.2477,50.1875,2,-2.0991,46.7241,True,46.7241,52.7699,True,52.7699,54.1859,True,54.1859,12.154012607459407,23.735658385061818,-47.2297,17.7469,-2.0991,2022
True,1,-1,2,True,True,-1.348982,-1.434274,2022-12-13T13:30:00+00:00,core_cpi+cpi,1.348982,1.011736,-0.15,True,-81.0382,0.0945,8,-33.3409,True,-69.8931,0.0945,1,-55.82,True,-81.0382,0.0945,2,-68.0985,42.2077,True,-42.2077,29.3655,True,-29.3655,37.0669,True,-37.0669,14.205592995735683,28.39190424047761,33.3409,55.82,68.0985,2022
True,1,-1,1,False,False,-0.770847,-0.252931,2022-12-15T13:30:00+00:00,retail_sales,0.770847,0.770847,-0.4,False,-89.7489,45.0154,8,30.2609,True,-25.562,2.9133,1,-11.0894,True,-89.7489,2.9133,2,-61.7435,17.7934,True,-17.7934,1.0339,True,-1.0339,16.8504,True,-16.8504,13.524822076501852,7.100601222151712,-30.2609,11.0894,61.7435,2022
True,1,-1,1,False,False,-0.056208,-0.055911,2023-01-04T15:00:00+00:00,pmi,0.056208,0.056208,-0.1,False,-1.1295,40.1924,8,23.3436,False,-1.1295,40.1924,1,24.0025,False,-1.1295,40.1924,2,19.2961,11.8741,True,-11.8741,0.3765,False,0.3765,10.8364,True,-10.8364,13.677239656775178,10.027642532472788,-23.3436,-24.0025,-19.2961,2023
True,1,1,2,True,False,1.348982,0.278533,2023-01-06T13:30:00+00:00,nfp+unemployment,1.348982,0.805959,11500.1,False,-131.0256,0.0,8,-129.5952,False,-55.786,0.0,1,-53.4974,False,-55.786,0.0,2,-32.8041,19.9857,True,19.9857,8.3847,True,8.3847,7.7183,True,7.7183,11.438235278687335,16.190804871249526,-129.5952,-53.4974,-32.8041,2023
False,0,0,2,False,False,0.0,0.0,2023-01-12T13:30:00+00:00,core_cpi+cpi,0.0,0.0,0.0,False,-55.6659,44.9038,8,-49.3571,False,-55.6659,44.9038,1,-46.8521,False,-55.6659,44.9038,2,-33.214,12.1685,,-12.1685,1.6697,,1.6697,14.5871,,-14.5871,14.656803800058512,15.722090213961854,,,,2023
True,1,-1,1,False,False,-0.674491,-0.200734,2023-01-18T13:30:00+00:00,retail_sales,0.674491,0.674491,-0.3,False,-42.9858,49.2584,8,44.8306,True,-24.9982,1.3837,1,-16.1427,True,-42.9858,1.3837,2,-35.2373,26.7712,False,26.7712,0.0922,False,0.0922,15.5211,True,-15.5211,17.446363134695716,14.209303288759088,-44.8306,16.1427,35.2373,2023
True,1,1,1,False,False,0.505868,0.326357,2023-01-26T13:30:00+00:00,gdp,0.505868,0.505868,0.3,True,-19.3638,42.215,8,32.8543,False,-10.9208,21.7499,1,-5.5981,False,-19.3638,21.7499,2,-1.9272,0.826,False,-0.826,0.2753,True,0.2753,3.3049,False,-3.3049,8.796760116663883,5.136965796506635,32.8543,-5.5981,-1.9272,2023
True,1,-1,1,False,False,-0.337245,-0.335465,2023-02-01T15:00:00+00:00,pmi,0.337245,0.337245,-0.6,True,-18.4326,15.498,8,-10.6377,False,-2.3843,15.498,1,0.0917,True,-18.4326,15.498,2,-13.8474,10.0058,True,-10.0058,0.5503,True,-0.5503,1.1923,True,-1.1923,8.798926328261794,3.5675312698771857,10.6377,-0.0917,13.8474,2023
True,1,1,2,True,True,3.703983,0.282016,2023-02-03T13:30:00+00:00,nfp+unemployment,3.703983,2.526482,162000.1,True,-3.4784,105.5407,8,88.3319,True,-3.4784,89.8881,1,77.6223,True,-3.4784,89.8881,2,69.4756,4.9405,True,4.9405,0.8239,False,-0.8239,7.4089,True,7.4089,10.203274227894891,25.442356373014917,88.3319,77.6223,69.4756,2023
False,0,0,2,False,False,0.0,0.0,2023-02-14T13:30:00+00:00,core_cpi+cpi,0.0,0.0,0.0,False,-44.344,46.4822,8,31.6079,False,-44.344,35.6983,1,-3.6256,False,-44.344,36.1632,2,29.2838,4.3674,,4.3674,0.0,,0.0,1.2084,,1.2084,11.386752164288996,4.189536592879113,,,,2023
True,1,1,1,True,True,2.473133,0.736025,2023-02-15T13:30:00+00:00,retail_sales,2.473133,2.473133,1.1,True,-7.6651,30.4736,8,29.5388,True,-7.6651,22.1541,1,13.7411,True,-7.6651,29.8192,2,20.0041,26.1053,True,26.1053,0.0,False,0.0,0.0935,False,-0.0935,9.891371971287658,6.362328843474705,29.5388,13.7411,20.0041,2023
True,1,-1,1,False,False,-0.112415,-0.111822,2023-03-01T15:00:00+00:00,pmi,0.112415,0.112415,-0.2,False,-11.907,21.1888,8,13.1258,False,-9.7506,21.1888,1,17.7199,True,-11.907,21.1888,2,-5.8129,0.8439,True,-0.8439,0.0938,False,0.0938,5.5285,False,5.5285,12.308160531746754,8.509557163287067,-13.1258,-17.7199,5.8129,2023
False,0,0,2,True,False,-1.348982,-0.278533,2023-03-10T13:30:00+00:00,nfp+unemployment,1.348982,1.171785,43499.9,False,-103.5775,0.3777,8,-67.7928,False,-50.1364,0.3777,1,-28.8922,False,-54.9518,0.3777,2,-54.3853,9.167,,-9.167,0.4721,,0.4721,3.1149,,3.1149,14.033695884514312,12.226510929925594,,,,2023
False,0.5,1,2,False,False,0.674491,0.663353,2023-03-14T12:30:00+00:00,core_cpi+cpi,0.674491,0.337245,0.05,True,-20.6962,26.5695,8,8.4836,False,-20.6962,26.1033,1,-8.3904,False,-20.6962,26.1033,2,-2.7036,18.7736,False,-18.7736,0.0932,False,-0.0932,4.3836,False,-4.3836,13.434018406570424,4.890065159816075,8.4836,-8.3904,-2.7036,2023
True,1,-1,1,False,False,-0.22483,-0.066911,2023-03-15T12:30:00+00:00,retail_sales,0.22483,0.22483,-0.1,False,-19.8593,55.2277,8,31.0183,False,-19.8593,20.6158,1,16.7385,False,-19.8593,49.1754,2,48.2297,146.5751,False,146.5751,0.0,False,0.0,12.4674,False,12.4674,28.645787009275246,8.181824438358305,-31.0183,-16.7385,-48.2297,2023
True,1,-1,1,False,False,-0.674491,-0.67093,2023-04-03T14:00:00+00:00,pmi,0.674491,0.674491,-1.2,True,-29.5834,5.6043,8,-2.3887,True,-29.5834,0.0,1,-22.4172,True,-29.5834,0.1837,2,-2.3887,18.593,True,-18.593,0.0,False,0.0,7.3553,True,-7.3553,13.792412912312868,10.049406693013918,2.3887,22.4172,2.3887,2023
True,1,1,2,False,False,0.674491,0.139266,2023-04-07T12:30:00+00:00,nfp+unemployment,0.674491,0.382974,4000.05,True,-0.1832,37.3746,8,5.1298,True,-0.1832,37.3746,1,11.817,True,-0.1832,37.3746,2,12.9162,0.8245,False,-0.8245,0.0,False,0.0,0.916,True,0.916,4.316802203405057,4.604261561574532,5.1298,11.817,12.9162,2023
False,0.5,-1,2,False,False,-0.674491,-0.689475,2023-04-12T12:30:00+00:00,core_cpi+cpi,0.674491,0.337245,-0.05,True,-69.7559,0.2746,8,-63.7141,True,-60.6016,0.2746,1,-36.8004,True,-60.6016,0.2746,2,-49.8911,0.0,False,0.0,0.0,False,0.0,1.0986,True,-1.0986,7.105381886298884,12.369754685853351,63.7141,36.8004,49.8911,2023
True,1,-1,1,True,False,-1.348982,-0.401468,2023-04-14T12:30:00+00:00,retail_sales,1.348982,1.348982,-0.6,False,-15.4655,73.8905,8,69.3684,False,-15.4655,34.639,1,20.078,False,-15.4655,34.639,2,29.0316,1.9893,False,1.9893,0.1809,True,-0.1809,2.6235,True,-2.6235,7.754212837776242,7.196170658796938,-69.3684,-20.078,-29.0316,2023
True,1,-1,1,True,False,-1.517604,-0.979071,2023-04-27T12:30:00+00:00,gdp,1.517604,1.517604,-0.9,False,-12.6771,46.4527,8,27.7086,False,-12.6771,38.7558,1,27.5275,False,-12.6771,41.3818,2,39.4802,8.595,False,8.595,3.4398,False,3.4398,8.1562,True,-8.1562,10.584165692643941,11.874017899647384,-27.7086,-27.5275,-39.4802,2023
True,1,1,1,False,False,0.168623,0.167732,2023-05-01T14:00:00+00:00,pmi,0.168623,0.168623,0.3,True,0.0,48.6477,8,41.6591,True,0.0,31.3124,1,29.5879,True,0.0,36.395,2,33.0368,14.1787,False,-14.1787,0.1815,True,0.1815,6.3492,True,6.3492,9.644560366564406,12.329742651786887,41.6591,29.5879,33.0368,2023
True,1,1,2,True,True,1.348982,0.278533,2023-05-05T12:30:00+00:00,nfp+unemployment,1.348982,1.086044,36000.1,False,-16.1665,39.6897,8,-10.7171,True,-1.1807,39.6897,1,31.334,True,-1.1807,39.6897,2,22.3425,16.231,True,16.231,0.2725,False,-0.2725,0.8175,False,-0.8175,8.19820022435185,10.293221994573853,-10.7171,31.334,22.3425,2023
False,0.5,1,2,False,False,0.674491,0.663353,2023-05-10T12:30:00+00:00,core_cpi+cpi,0.674491,0.337245,0.05,False,-55.4525,0.0,8,-23.8437,False,-54.3563,0.0,1,-49.7885,False,-54.813,0.0,2,-34.3495,5.2958,True,5.2958,0.0914,False,-0.0914,2.6486,True,2.6486,6.5047397480206195,16.90160532209051,-23.8437,-49.7885,-34.3495,2023
True,1,-1,1,False,False,-0.899321,-0.267645,2023-05-16T12:30:00+00:00,retail_sales,0.899321,0.899321,-0.4,False,-5.3291,26.4616,8,16.171,False,-5.3291,14.3334,1,1.8376,False,-5.3291,14.3334,2,7.8098,6.7945,False,6.7945,3.4007,True,-3.4007,2.8475,False,2.8475,7.745505897991554,4.732793366171607,-16.171,-1.8376,-7.8098,2023
True,1,-1,1,False,False,-0.056208,-0.055911,2023-06-01T14:00:00+00:00,pmi,0.056208,0.056208,-0.1,True,-30.3767,10.0635,8,-30.0972,False,-9.2248,10.0635,1,5.4044,False,-9.2248,10.0635,2,0.2795,25.784,True,-25.784,3.3556,True,-3.3556,18.3902,True,-18.3902,13.089324417327381,8.779908893053252,30.0972,-5.4044,-0.2795,2023
False,0,0,2,True,False,1.669079,0.127081,2023-06-02T12:30:00+00:00,nfp+unemployment,1.669079,1.50903,72999.9,False,-6.689,49.5174,8,46.8232,False,-3.3445,27.2206,1,15.329,False,-4.1806,27.2206,2,-3.0658,9.6526,,9.6526,0.1858,,-0.1858,5.5773,,-5.5773,8.625701313872913,6.618710023177118,,,,2023
False,0.5,-1,2,False,False,-0.674491,-0.689475,2023-06-13T12:30:00+00:00,core_cpi+cpi,0.674491,0.337245,-0.05,True,-27.9801,14.268,8,-2.7795,True,-27.9801,8.6164,1,-19.3637,True,-27.9801,8.6164,2,-9.1723,12.8617,False,12.8617,0.0927,True,-0.0927,0.8338,False,0.8338,7.116804591129981,7.335279690331867,2.7795,19.3637,9.1723,2023
True,1,1,1,True,False,1.124151,0.334557,2023-06-15T12:30:00+00:00,retail_sales,1.124151,1.124151,0.5,False,-94.2552,0.0,8,-92.134,False,-35.2304,0.0,1,-19.4597,False,-47.2198,0.0,2,-40.2106,9.2311,False,-9.2311,6.0832,True,6.0832,23.0172,False,-23.0172,13.744655935673633,13.110638839417064,-92.134,-19.4597,-40.2106,2023
True,1,-1,1,False,False,-0.674491,-0.67093,2023-07-03T14:00:00+00:00,pmi,0.674491,0.674491,-1.2,False,-18.6923,10.9038,8,4.6731,False,-18.6923,4.4898,1,3.6652,False,-18.6923,9.8959,2,6.3224,25.8142,True,-25.8142,0.0,False,0.0,0.0,False,0.0,10.586599949094525,3.387227323372915,-4.6731,-3.6652,-6.3224,2023
False,0.5,-1,2,False,False,-0.171481,-0.013056,2023-07-07T12:30:00+00:00,nfp+unemployment,0.171481,0.08574,-7500.0,True,-70.2357,0.0,8,-69.593,True,-36.4491,0.0,1,-18.2705,True,-36.4491,0.0,2,-14.598,13.1463,True,-13.1463,0.1836,False,0.1836,3.8576,True,-3.8576,10.33806455145317,6.715018262647665,69.593,18.2705,14.598,2023
True,1,-1,2,False,False,-0.674491,-0.689475,2023-07-12T12:30:00+00:00,core_cpi+cpi,0.674491,0.674491,-0.1,True,-98.3452,0.0,8,-98.073,True,-44.9993,0.0,1,-32.4793,True,-56.2491,0.0,2,-54.3439,0.0907,True,-0.0907,0.8165,False,0.8165,6.8998,True,-6.8998,6.907027790662201,11.051484023587815,98.073,32.4793,54.3439,2023
True,1,-1,1,False,False,-0.674491,-0.200734,2023-07-18T12:30:00+00:00,retail_sales,0.674491,0.674491,-0.3,False,-18.8468,28.2702,8,19.2913,False,-18.8468,22.6695,1,7.9121,False,-18.8468,22.6695,2,15.113,10.4121,True,-10.4121,0.2667,True,-0.2667,4.2654,False,4.2654,10.211831792278776,5.072089294113887,-19.2913,-7.9121,-15.113,2023
True,1,1,1,True,True,1.011736,0.652714,2023-07-27T12:30:00+00:00,gdp,1.011736,1.011736,0.6,True,-1.0818,98.2602,8,85.6396,True,-1.0818,41.1972,1,30.3795,True,-1.0818,65.627,2,61.4802,41.3857,True,41.3857,0.1803,True,0.1803,40.9387,True,40.9387,13.545770969579213,16.352962242661626,85.6396,30.3795,61.4802,2023
True,1,-1,1,False,False,-0.281038,-0.279554,2023-08-01T14:00:00+00:00,pmi,0.281038,0.281038,-0.5,False,-15.1287,10.7542,8,8.1112,False,-15.1287,9.7517,1,4.2834,True,-15.1287,10.3896,2,-5.3771,1.1846,False,1.1846,0.1823,False,0.1823,3.3709,False,3.3709,10.938913723745703,9.428915661567478,-8.1112,-4.2834,5.3771,2023
False,0,0,2,False,False,0.674491,0.139266,2023-08-04T12:30:00+00:00,nfp+unemployment,0.674491,0.440134,-8999.95,False,-84.478,13.3338,8,-80.3682,False,-44.2025,13.3338,1,-36.7137,False,-67.5824,13.3338,2,-65.2992,8.4092,,-8.4092,0.0,,0.0,10.6052,,-10.6052,8.83024410086158,12.39878429545596,,,,2023
False,0,0,2,False,False,0.0,0.0,2023-08-10T12:30:00+00:00,core_cpi+cpi,0.0,0.0,0.0,False,-32.5494,19.6747,8,16.32,False,-32.5494,17.5894,1,-10.7893,False,-32.5494,19.6747,2,12.1493,9.7108,,-9.7108,0.0,,0.0,11.528,,-11.528,6.997663207144665,6.0391214921168395,,,,2023
True,1,1,1,False,False,0.674491,0.200734,2023-08-15T12:30:00+00:00,retail_sales,0.674491,0.674491,0.3,True,-27.2826,23.8036,8,1.831,True,-8.9721,23.8036,1,0.6409,False,-27.2826,23.8036,2,-16.9372,4.667,True,4.667,0.1831,True,0.1831,6.0388,True,6.0388,9.320916795770621,5.092727897859438,1.831,0.6409,-16.9372,2023
False,0,0,2,True,False,-2.023472,-0.417799,2023-09-01T12:30:00+00:00,nfp+unemployment,2.023472,1.114625,8999.85,False,-35.4132,56.6243,8,54.7799,False,-35.4132,3.8733,1,-18.8133,False,-35.4132,3.8733,2,-28.9577,4.7932,,4.7932,0.0,,0.0,9.3231,,-9.3231,8.609419847408507,9.329477092247043,,,,2023
True,1,1,1,False,False,0.393453,0.391376,2023-09-01T14:00:00+00:00,pmi,0.393453,0.393453,0.7,True,0.0,67.4449,8,63.483,True,0.0,37.5923,1,34.6438,True,0.0,45.3318,2,41.3699,7.8379,False,-7.8379,0.0921,True,0.0921,19.7705,True,19.7705,18.06900754328371,16.80789440371834,63.483,34.6438,41.3699,2023
False,0.5,1,2,False,False,0.674491,0.663353,2023-09-13T12:30:00+00:00,core_cpi+cpi,0.674491,0.337245,0.05,False,-24.0313,23.5656,8,-7.8241,False,-24.0313,23.5656,1,-11.0842,False,-24.0313,23.5656,2,-8.1036,0.7452,False,-0.7452,1.7694,True,1.7694,0.652,True,0.652,8.126523709918223,4.019366897478517,-7.8241,-11.0842,-8.1036,2023
True,1,1,1,True,True,1.124151,0.334557,2023-09-14T12:30:00+00:00,retail_sales,1.124151,1.124151,0.5,True,-1.2149,51.6808,8,47.008,True,-1.2149,42.3353,1,22.0555,True,-1.2149,42.3353,2,30.2795,31.3956,True,31.3956,0.0935,False,-0.0935,27.8653,True,27.8653,11.857602788680445,10.902324492593797,47.008,22.0555,30.2795,2023
True,1,1,1,False,False,0.674491,0.67093,2023-10-02T14:00:00+00:00,pmi,0.674491,0.674491,1.2,True,-11.2214,25.8663,8,18.7341,True,-11.2214,16.737,1,4.0892,True,-11.2214,22.1576,2,19.1145,19.4569,True,19.4569,0.0951,False,-0.0951,7.1272,True,7.1272,9.363407825204424,3.7578725128135098,18.7341,4.0892,19.1145,2023
False,0,0,2,True,False,1.886288,0.143619,2023-10-06T12:30:00+00:00,nfp+unemployment,1.886288,1.280389,82499.95,False,-43.6797,68.1252,8,-24.9192,False,0.0,68.1252,1,54.5759,False,0.0,68.1252,2,41.1215,5.4985,,-5.4985,0.0,,0.0,11.2625,,11.2625,9.841565144411707,19.30063167668093,,,,2023
False,0.5,1,2,False,False,0.674491,0.689475,2023-10-12T12:30:00+00:00,core_cpi+cpi,0.674491,0.337245,0.05,True,-2.8236,75.6713,8,66.9183,True,-2.8236,49.8828,1,40.471,True,-2.8236,54.2123,2,49.3181,1.5057,True,1.5057,0.1882,True,0.1882,4.8966,False,-4.8966,6.920151833610802,13.714932449910782,66.9183,40.471,49.3181,2023
True,1,1,1,False,False,0.899321,0.267645,2023-10-17T12:30:00+00:00,retail_sales,0.899321,0.899321,0.4,False,-23.8422,29.6135,8,-21.4769,True,0.0,29.6135,1,21.0984,True,0.0,29.6135,2,18.9224,32.1766,False,-32.1766,0.0946,True,0.0946,5.2955,True,5.2955,10.850492946007474,10.887834785205733,-21.4769,21.0984,18.9224,2023
True,1,1,1,False,False,0.674491,0.435143,2023-10-26T12:30:00+00:00,gdp,0.674491,0.674491,0.4,True,-21.9223,14.6149,8,2.4674,False,-20.4039,14.6149,1,-20.309,False,-21.9223,14.6149,2,-10.0596,7.5864,True,7.5864,0.1898,True,0.1898,1.044,False,-1.044,8.34713082281889,7.989677497239253,2.4674,-20.309,-10.0596,2023
True,1,-1,1,True,True,-1.292774,-1.285949,2023-11-01T14:00:00+00:00,pmi,1.292774,1.292774,-2.3,True,-36.6495,4.5575,8,-1.3293,True,-28.9588,0.0,1,-25.5407,True,-36.6495,0.0,2,-19.1793,15.1685,False,15.1685,1.2345,True,-1.2345,7.9819,True,-7.9819,10.305255830401538,11.262229225613572,1.3293,25.5407,19.1793,2023
True,1,-1,2,False,False,-0.674491,-0.139266,2023-11-03T12:30:00+00:00,nfp+unemployment,0.674491,0.497294,-14000.05,True,-79.4969,0.0,8,-76.3996,True,-60.9132,0.0,1,-51.6214,True,-60.9132,0.0,2,-50.3074,25.8775,True,-25.8775,0.5632,True,-0.5632,7.4202,True,-7.4202,9.55261824005536,17.16827429172708,76.3996,51.6214,50.3074,2023
True,1,-1,2,False,False,-0.674491,-0.689475,2023-11-14T13:30:00+00:00,core_cpi+cpi,0.674491,0.674491,-0.1,True,-130.9262,0.746,8,-125.9838,True,-71.2447,0.746,1,-61.1735,True,-92.5062,0.746,2,-83.7405,7.3724,True,-7.3724,0.0,False,0.0,2.5184,True,-2.5184,9.259274107928679,20.485823490468622,125.9838,61.1735,83.7405,2023
